Descripcion;Precio Contado;Precio Tarjeta;SEGMENTO
CAJA ESTANCA PLASTICA CON PUERTA 20X20;18194,81;22198;PVC GRIS
CODO 90º 140MM PN10 ERA;20426,23;24921;PVC GRIS
CODO 90º MIIXTO-40X1 1/4°;1371,09;1673;PVC GRIS
CODO 90º MIXTO-32X1°;913,06;1114;PVC GRIS
CUPLA 90MMX3 PN 16 ERA;3944,52;4813;PVC GRIS
FILTRO ANILLA MANUAL DOBLE 3°;612881,63;747716;RIEGO
FILTRO DE ANILLAS DE 2° - CORTO;297110,62;362475;RIEGO
FILTRO DE MALLA MANUAL 3°;358065,18;436840;RIEGO
K10 JP REDUCCION LARGA 140 X 110 PN10;5059,47;6173;PVC GRIS
MANGUERA C/ GOTERO INT 16MMX 30CM X 100 mts ECO;45622,24;55660;CAÑO TUBO RIEGO PERFONADA
MANGUITO PN16 110X4” ERA;7418,95;9052;PVC GRIS ENCHUFE MACHO
MANGUITO PN16 90X3”ERA;4254,9;5191;PVC GRIS ENCHUFE MACHO
ROSCA TUERCA 2 1/2° M-M;2406,19;2936;PVC GRIS
SD- CURVA 90 DE 63 MM (L);17134,1;20904;PVC GRIS
SD- CURVA 90 DE 75 MM (L);4223,26;5153;PVC GRIS
SD-BUJE REDUCCION SD CORTO 110 X 63 MM;5240,27;6394;PVC GRIS
SD-BUJE REDUCCION SD LARGO 75X50 MM;1426,84;1741;PVC GRIS
SOLENOIDE 24VAC/50 HZ PARA TODAS HUNTER;41925,21;51149;REPUESTO ELECTROVALVULA
BR-BUJE REDUCCION 3X2;1883,37;2298;PVC GRIS
BRIDA FIJA 90;9603,66;11717;PVC GRIS
CAMPANA CON BRIDA 160;26347,53;32144;PVC GRIS
CAMPANA CON BRIDA 200MM;72984,16;89041;PVC GRIS
CAMPANA CON BRIDA 250;50358,17;61437;PVC GRIS
CAMPANA CON BRIDA 75;7343,62;8960;PVC GRIS
LLAVE DE 3 VIAS;37712,5;46010;PVC GRIS
SD-CRUCETA DE 40MM;1493,14;1822;PVC GRIS
VALVULA DE ALIVIO DOROT S-75 2° PI+LLA 3 VI;268946,03;328115;PVC GRIS
VALVULA ESFERICA 1 1/2° C/UNION DOBLE;11119,39;13566;PVC GRIS
VALVULA ESFERICA 1 1/4° C/UNION DOBLE;7418,95;9052;PVC GRIS
VALVULA ESFERICA 1° C/UNION DOBLE;5146,86;6280;PVC GRIS
VALVULA ESFERICA 1/2° C/UNION DOBLE;2183,2;2664;PVC GRIS
VALVULA ESFERICA 2 1/2° C/UNION DOBLE;25401,32;30990;PVC GRIS
VALVULA MARIPOSA 110 MM BRIDADA;106542,71;129983;PVC GRIS
VALVULA MARIPOSA 200MM PVC PALANCA ERA;319265,02;389504;PVC GRIS
CALEFON ESCORIAL CE 14L BLANCO G ENVASADO;348028,15;424595;TERMOTANQUE INSTANTANEO
CALEFON ESCORIAL CE 14L BLANCO G NATURAL;348028,15;424595;TERMOTANQUE INSTANTANEO
CALEFON ESCORIAL CE 14L SMART GAS NATURAL;401640,75;490002;TERMOTANQUE INSTANTANEO
COCINA ESCORIAL CANDOR S2 (GN) SOLO GAS NATURAL;313505,6;382477;HORNO
COCINA ESCORIAL CANDOR S2 (GN) SOLO GN GOLPEADA;266479,76;325106;HORNO
COCINA ESCORIAL CANDOR S2 NEGRA (GN) GAS NATURAL;313505,6;382477;HORNO
COCINA ESCORIAL MASTER CLASSIC BLANCA GN;354148,29;432061;HORNO
COCINA ESCORIAL MASTER CLASSIC NEGRA GN;354148,29;432061;HORNO
COCINA MASTER STYLE INOX MULTIGAS ESCORIAL;552318,76;673829;HORNO
KIT PATAS TERMOTANQUE ESCORIAL;6245,77;7620;PATAS APOYO
TERMOTANQUE ESCORIAL ELECTRICO 55 L 1500W;229452,16;279932;TERMOTANQUES
TERMOTANQUE ESCORIAL ELECTRICO 90 L 1500W;249384,34;304249;TERMOTANQUES
TERMOTANQUE ESCORIAL GAS 120 L MULTIGAS SUPERIOR;282738,13;344941;TERMOTANQUES
TERMOTANQUE ESCORIAL GAS 45 L MULTIGAS COLGAR;220515,86;269030;TERMOTANQUES
TERMOTANQUE ESCORIAL GAS 80 L MULTIGAS COLGAR;249299,34;304146;TERMOTANQUES
ACC.VENTILACION SALIDA EN U (VERTICAL) PARA TB 5;74942,53;91430;ACCESORIO TIRO BALANCEADO
ACC.VENTILACION VERTICAL PARA TB 3000 KCAL;74942,53;91430;ACCESORIO TIRO BALANCEADO
CALEFACTOR ESKABE MINI 3000 MARFIL;230375,4;281058;ESTUFA GAS
CALEFACTOR ESKABE MINI 5000 MARFIL S21MX5J-S21MX5P;273521,92;333697;ESTUFA GAS
CALEFACTOR ESKABE MINI 8000 MARFIL;318928,73;389094;ESTUFA GAS
CALEFACTOR ESKABE TIRO BAL 5000 MARFIL ENC ELEC;417831,8;509755;ESTUFA GAS
CALEFACTOR ESKABE TIRO BALAN 2000 MARFIL ENC ELEC;275379,05;335963;ESTUFA GAS
CALEFACTOR ESKABE TIRO BALAN 3000 MARFIL ENC ELECT;326530,05;398367;ESTUFA GAS
CALEFACTOR ESKABE TITANIO MINICONVEX 3000 TERMOS;355200,94;433346;ESTUFA GAS
CALEFACTOR ESKABE TITANIO MINICONVEX 5000 TERMOST;414350,74;505508;ESTUFA GAS
CALEFACTOR ESKABE TITANIO MINICONVEX 8000 ENC ELEC;455785,52;556059;ESTUFA GAS
CALEFACTOR ESKABE TITANIO T/BAL.TBU 5000 S/ TERMOS;677187,76;826170;ESTUFA GAS
CALEFACTOR ESKABE TITANIO T/BALAN 2000 TERMOST;426239,42;520013;ESTUFA GAS
CALEFACTOR ESKABE TITANIO T/BALAN 3000 TERMOSTATO;498199,4;607804;ESTUFA GAS
CALEFACTOR ESKABE TITANIO T/BALAN 5000 TERMOSTATO;639522;780217;ESTUFA GAS
KIT DE CONVERSION A GAS LICUADO TERMO A4 700;4355,34;5314;PICOS INYECTORES GAS LICUADO
KIT DE CONVERSION A GAS LICUADO TERMO A5 800;4355,34;5314;PICOS INYECTORES GAS LICUADO
KIT DE CONVERSION A GAS LICUADO TERMO A6 1100;4355,34;5314;PICOS INYECTORES GAS LICUADO
TERMOTANQUE ACQ HYBRID4 ALTA REC H-1100 ESKABE;1032526,57;1259683;ALTA RECUPERACION GAS
TERMOTANQUE ACQ HYBRID4 ALTA REC H-360 ESKABE;558647,26;681550;ALTA RECUPERACION GAS
TERMOTANQUE ACQ HYBRID4 ALTA REC H-700 SV ESKABE;752165,41;917642;ALTA RECUPERACION GAS
TERMOTANQUE ACQ HYBRID4 ALTA REC H-800 ESKABE;788720,22;962239;ALTA RECUPERACION GAS
BOMBA ESPA GRUPO PRESION 15-2 3 CONSUMOS SIMULT;627139,45;765111;BOMBAS
BOMBA ESPA PRISMA 25-4M;844143,78;1029856;BOMBAS
BOMBA SUMERGIBLE SILEN I 100 15M - ESPA;432098,17;527160;BOMBAS
BOMBA SUMERGIBLE SILEN I 33 8M - ESPA;375998;458718;BOMBAS
BOMBA SUMERGIBLE SILEN I 50 12M - ESPA;404882,8;493958;BOMBAS
PRESSDRIVE AM NP ESPA 1,5-2,5 BAR 12A MAX;146580,04;178828;PRESURIZADOR ESPA
REPUESTO ESPA CAJA CONEXIONES IGNIFUGA 2800000040;48688,75;59401;REPUESTO BOMBA
REPUESTO ESPA TAPA VENTILADOR CHICA 10394;8431,45;10287;REPUESTO BOMBA
REPUESTO ESPA TAPA VENTILADOR GRANDE 10433;10881,33;13276;REPUESTO BOMBA
REPUESTO ESPA TURBINA CHICA 126068;17427,91;21263;REPUESTO BOMBA
REPUESTO ESPA TURBINA GRANDE 129471;23647,53;28850;REPUESTO BOMBA
REPUESTO ESPA VENTILADOR CHICO 125402;3680,85;4491;REPUESTO BOMBA
REPUESTO ESPA VENTILADOR GRANDE 1040;5314,11;6484;REPUESTO BOMBA
TANQUE HIDRONEUMATICO 200 Lts VERTICAL;953959,03;1163831;VASO EXPANSIÓN
CALDERA ELECTRICA MINI BOX 23 KW EUTERMA;2419782,01;2952135;CALDERAS
CALDERA ELECTRICA MINI BOX 46 KW EUTERMA;4672756,63;5700764;CALDERAS
CALDERA ELECTRICA MINI BOX 8 KW EUTERMA;1113513,19;1358487;CALDERAS
CALDERA MICRA 33000 KCAL/H TB- DOBLE SERVICIO;2060172,3;2513411;CALDERAS
CALDERA MICRA 33000 KCAL/H TB- SOLO CALEFACCION;2060172,3;2513411;CALDERAS
CALEFON ELECTRICO MINI HADRON 8 KW EUTERMA;191178,12;233238;TERMOTANQUE
CLIMATIZADOR DE PISCINA ARUBA 40 EXTERIOR GN;2072698,93;2528693;CALDERAS
CLIMATIZADOR DE PISCINA ARUBA 80 EXTERIOR GN;3567482,04;4352329;CLIMATIZADORES
IONIZADOR SOLAR EUTERMA;121314,32;148004;IONIZADORES
TERMOSTATO AMB. DIGITAL C/BOTON EUTERMA;54807,43;66866;TERMOSTATO AMBIENTE CALDERA
TOALLERO CURVO ELECTRICO 300W-71 DE R.BLANCO;192802,34;235219;CALEFACCION
TOALLERO CURVO ELECTRICO 300W-71 IZQ.BLANCO;192802,34;235219;CALEFACCION
TOALLERO CURVO ELECTRICO 300W-80 DE R.BLANCO;192802,34;235219;CALEFACCION
TOALLERO CURVO ELECTRICO 300W-80 IZQ.BLANCO;192802,34;235219;CALEFACCION
TOALLERO CURVO ELECTRICO 500W-115 DE R.BLANCO;266456,98;325078;CALEFACCION
TOALLERO CURVO ELECTRICO 500W-115 IZQ.BLANCO;266456,98;325078;CALEFACCION
VASO DE EXPANSION 5 Lts ROSCA GAS X 180°;84638,42;103259;TANQUE HIDRONEUMATICO
BOMBA GRUNFOS UPS 15-60 EUTERMA;205800,57;251077;BOMBA AGUA
BOMBA UPS 15-60 220V CACAO RECIRCULACION CALDERA;181102,87;220946;BOMBA AGUA
KIT COAXIAL SALIDA DE HUMOS TB COMPLETO;95860,27;116950;COAXIALES
RADIADOR DE ALUMINIO MOSCU 500 X 12***;277784,28;338897;CALEFACCION
RADIADOR DE ALUMINIO MOSCU 500 X 13***;300933,1;367139;CALEFACCION
RADIADOR DE ALUMINIO MOSCU 500 X 14***;324081,92;395380;CALEFACCION
RADIADOR DE ALUMINIO MOSCU 500 X 2***;46297,63;56484;CALEFACCION
RADIADOR DE ALUMINIO MOSCU 500 X 7***;162040,2;197690;CALEFACCION
RADIADOR ALUMINIO ISLANDIA 500 x 1 ELEMENTO;17364,63;21185;CALEFACCION
RADIADOR ALUMINIO ISLANDIA 500 x 10;176555,68;215398;CALEFACCION
RADIADOR ALUMINIO ISLANDIA 500 x 11;194211,09;236938;CALEFACCION
RADIADOR c/ TERMOSTATO INAL. 500W 3 ELEMENTOS EUT;317092,38;386853;CALEFACCION
RADIADOR DE ALUMINIO ISLANDIA 500 x 12;211866,51;258478;CALEFACCION
RADIADOR DE ALUMINIO ISLANDIA 500 x 13;229521,93;280017;CALEFACCION
RADIADOR DE ALUMINIO ISLANDIA 500 x 14;247177,34;301557;CALEFACCION
RADIADOR DE ALUMINIO ISLANDIA 500 x 2;35310,84;43080;CALEFACCION
RADIADOR DE ALUMINIO ISLANDIA 500 x 3;52966,25;64619;CALEFACCION
RADIADOR DE ALUMINIO ISLANDIA 500 x 4;70621,67;86159;CALEFACCION
RADIADOR DE ALUMINIO ISLANDIA 500 x 5;88277,09;107699;CALEFACCION
RADIADOR DE ALUMINIO ISLANDIA 500 x 6;105932,5;129238;CALEFACCION
RADIADOR DE ALUMINIO ISLANDIA 500 x 7;123587,92;150778;CALEFACCION
RADIADOR DE ALUMINIO ISLANDIA 500 x 8;141244,84;172319;CALEFACCION
RADIADOR DE ALUMINIO ISLANDIA 500 x 9;158900,26;193859;CALEFACCION
RADIADOR DE ALUMINIO MOSCU 350 X 10;454819,09;554880;CALEFACCION
RADIADOR DE ALUMINIO MOSCU 600 X 10***;337295,61;411501;CALEFACCION
RADIADOR DE ALUMINIO MOSCU 600 X 2***;67459,12;82301;CALEFACCION
RADIADOR DE ALUMINIO MOSCU 600 X 3***;101189,44;123452;CALEFACCION
RADIADOR DE ALUMINIO MOSCU 600 X 4***;134918,24;164601;CALEFACCION
RADIADOR DE ALUMINIO MOSCU 600 X 5***;168648,56;205752;CALEFACCION
RADIADOR DE ALUMINIO MOSCU 600 X 9;329985,13;402582;CALEFACCION
RADIADOR ELECTRICO 1000 WATTS C/TERMOSTATO;363941,45;444009;CALEFACCION
RADIADOR ELECTRICO 2000 WATTS C/TERMOSTATO;526415,58;642228;CALEFACCION
RADIADOR ELECTRICO 750 WATTS C/TERMOSTATO;340113,12;414939;CALEFACCION
JUNTA 1° EUTERMA;1726,67;2107;REPUESTO CALEFACCION
JUNTA 1/2° EUTERMA;1259,59;1537;REPUESTO CALEFACCION
JUNTA 3/4° EUTERMA;1493,14;1822;REPUESTO CALEFACCION
JUNTA 3/8° EUTERMA;816,63;997;REPUESTO CALEFACCION
MINIBOX CAÑO TANQUE DE EXPANSION;14471,78;17656;ACCESORIO VASO
MINIBOX DISPLAY EUTERMA;156985,25;191523;REPUESTO CALEFACCION
MINIBOX GRIFO DE CARGA C/ ORING EUTERMA;67329,55;82143;REPUESTO CALEFACCION
MINIBOX INTERCAMBIADOR DE PLACAS 30W;115359,87;140740;REPUESTO CALEFACCION
MINIBOX INTERCAMBIADOR PRIMARIO 24KW EUTERMA;475784,71;580458;REPUESTO CALEFACCION
MINIBOX INTERCAMBIADOR PRIMARIO 30KW EUTERMA;503640,43;614442;REPUESTO CALEFACCION
MINIBOX JUEGO O´RING INTER PLAC;7354,17;8973;REPUESTO CALEFACCION
MINIBOX O`RING UNION HIDROBLO;5897,19;7195;REPUESTO CALEFACCION
MINIBOX OBTURADOR COMPLETO EUTERMA;78527,28;95804;REPUESTO CALEFACCION
MINIBOX PLAQUETA PRINCIPAL EUTERMA TIRO FORZADO;352650,3;430234;REPUESTO CALEFACCION
MINIBOX PLAQUETA TIRO NATURAL;352650,3;430234;REPUESTO CALEFACCION
MINIBOX SENSOR DE FLUJO SANITARIO EUTERMA;100877,55;123071;REPUESTO CALEFACCION
MINIBOX SONDA CALEFACCION °CLIP° EUTERMA;39660,65;48386;REPUESTO CALEFACCION
MINIBOX SONDA SANITARIA °INMERSION° EUTERMA;27995,85;34155;REPUESTO CALEFACCION
MINIBOX TANQUE DE EXPANSION;152855,41;186484;REPUESTO CALEFACCION
MINIBOX VALVULA 3BAR C/ORING EUTERMA;67329,55;82143;REPUESTO CALEFACCION
PLAQUETA CONTROL PRINCIPAL CALD. MICRA TF EUTERMA;354172,06;432090;REPUESTO CALEFACCION
CALDERA MINIBOX 24T KCAL-DUAL T N-SAL;1471365,74;1795067;CALDERAS
CALDERA MINIBOX 24T KCAL-DUAL TB-SAL. 60/100 C/SAL;1258745,31;1535670;CALDERAS
CALDERA MINIBOX 30T KCAL-DUAL TB-SAL. 60/100;1672006,52;2039848;CALDERAS
TOALLERO HELICAL 710 (45CM) BLANCO;84893,06;103570;CALEFACCION RADIADORES
TOALLERO BLANCO HELICAL 80 (45CM);95317,86;116288;CALEFACCION RADIADORES
TOALLERO HELICAL 115 (45CM) BLANCO;164640,76;200862;CALEFACCION RADIADORES
TOALLERO HELICAL 115 (45CM) CROMADO;257791,99;314507;CALEFACCION RADIADORES
TOALLERO HELICAL 115 (50CM) BLANCO;164640,76;200862;CALEFACCION RADIADORES
FERRUM PORTARROLLO X UN. ALE1SB;29177,49;35597;KIT ACCESORIO BAÑO
FERRUM TOALLERO INTEGRAL X UN. ATE8SB;28239,43;34453;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS JAB.GRANDE C/AGAR X UNID ABS3UB;35140,46;42872;KIT ACCESORIO BAÑO
FERRUM ACC.FIX JAB. C/ AGARRADERA X UNID ABF3SB;39462,85;48145;KIT ACCESORIO BAÑO
FERRUM ACC.FIX JABONERA CHICA X UN. ABF1SB;31316,85;38207;KIT ACCESORIO BAÑO
FERRUM ACC.FIX JABONERA GRANDE X UN. ABF2SB;39462,85;48145;KIT ACCESORIO BAÑO
FERRUM ACC.FIX PORTARROLLO X UN. ALF1SB;41980,68;51217;KIT ACCESORIO BAÑO
FERRUM ACC.FIX PORTAVASO/CEPILLO X UNID AVF2SB;32616,89;39793;KIT ACCESORIO BAÑO
FERRUM ACC.FIX TOALLERO INTEGRAL X UNID ATHSB;38969,1;47543;KIT ACCESORIO BAÑO
FERRUM ANDINA DEP APOY. DESC DUAL 4.5L - ANDINA;80178,87;97819;DEPOSITO MOCHILA INODORO
FERRUM ANDINA DEP APOY. DESC DUAL 6LT - ANDINA;96928,99;118254;DEPOSITO MOCHILA INODORO
FERRUM ANDINA DEPOSITO GENERICO-COLG DPCXFB 9 Lts;91077,59;111115;DEPOSITO MOCHILA INODORO
FERRUM BACHA INOX OVAL 36X26 G4114AB;101646,21;124009;BACHAS
FERRUM DE P GENERICO APOY 6 Lts DPL6FD;167743,54;204648;DEPOSITO MOCHILA INODORO
FERRUM DE P GENERICO APOY 6 Lts DPL6FFA;167743,54;204648;DEPOSITO MOCHILA INODORO
FERRUM DEP GENERICO APOY DESC DUAL 6 Lts DWL6FD;203571,54;248358;DEPOSITO MOCHILA INODORO
FERRUM DEP GENERICO APOY DESC DUAL 6 Lts DWL6FFA;203571,54;248358;DEPOSITO MOCHILA INODORO
FERRUM DEP GENERICO COLG DESC DUAL DWPXFB;274759,34;335207;DEPOSITO MOCHILA INODORO
FERRUM DEPOSITO GENERICO-COLG DPCXFD;90880,33;110875;DEPOSITO MOCHILA INODORO
FERRUM DEPOSITO MAYO DE APOY SIMPLE DESC DFLXFB;86430,06;105445;DEPOSITO MOCHILA INODORO
FERRUM DEPOSITO MAYO DE COLG SIMPLE DESC DFCXFB;86693,53;105767;DEPOSITO MOCHILA INODORO
FERRUM FUENTE DE BEBER FVSB;454338,24;554293;BEBEDERO
FERRUM INOD CORTO BERMEJO IBFB;541834,68;661039;INODORO COLGAR
FERRUM INODORO PARA CHICOS ICHB;117992,55;143951;INODOROS
FERRUM INODORO TURCA ITXFB;435765,34;531634;INODOROS
FERRUM INODORO VACIADERO ISSFB;2216929,78;2704655;INODOROS
FERRUM LAVADEROCOLEGIAL 1 AG LCO1B;214658,96;261884;LAVATORIO
FERRUM MINGITORIO MURAL ENT/POST MMDJB;591557,21;721700;MINGITORIOS
FERRUM MINGITORIO MURAL MMCJB;591557,21;721700;MINGITORIOS
FERRUM MINGITORIO OVAL mtsNB;179310,28;218759;MINGITORIOS
FERRUM P CH C/FREAGDERO P/COLG PLKB;94774,17;115625;LAVADEROS
FERRUM PIL LAVADERO 50X40 COLG G4401AB;712573,97;869341;LAVADEROS
FERRUM PILETA C/FREAGDERO 55X37 PFCB;244118,39;297825;LAVADEROS
FERRUM PILETA S/FREAGDERO 60X48 PLHB;301247,64;367523;LAVADEROS
FERRUM PILETV 50X40 ENCASTRE G4400AB;726515,42;886349;LAVADEROS
FERRUM ANDINA BIDET T 1 AG BEA1B;87576,64;106844;BIDET
FERRUM ANDINA BIDET T 1 AG BEA1FA;109518,82;133613;BIDET
FERRUM ANDINA BIDET T 3 AG BEA3B;79615,13;97131;BIDET
FERRUM ANDINA BIDET T 3 AG BEA3D;109518,82;133613;BIDET
FERRUM ANDINA BIDET T 3 AG BEA3FA;109518,82;133613;BIDET
FERRUM ANDINA COLUMNA CTFB;32863,09;40093;PIE LAVATORIO
FERRUM ANDINA COLUMNA CTFD;37710,6;46007;PIE LAVATORIO
FERRUM ANDINA COLUMNA CTFFA;37710,6;46007;PIE LAVATORIO
FERRUM ANDINA DEPOSITO D/SIMPLE 6L GENERICO-COLG;65293,73;79659;DEPOSITO MOCHILA INODORO
FERRUM ANDINA INODORO CORTO IFAB / IFAMB;79699,19;97234;INODORO COLGAR
FERRUM ANDINA INODORO CORTO IFAD;100771,54;122942;INODORO COLGAR
FERRUM ANDINA INODORO CORTO IFAFA;140870,18;171862;INODORO COLGAR
FERRUM ANDINA INODORO LARGO 4,5 LT IALQB;95438,19;116435;INODORO APOYAR
FERRUM ANDINA INODORO LARGO 6 LT IALMD;102070,56;124527;INODORO APOYAR
FERRUM ANDINA INODORO LARGO 6 LT IALMFA;158503;193374;INODORO APOYAR
FERRUM ANDINA LAVADERO 1 AGUJERO LEA1B;43716,46;53335;LAVATORIO
FERRUM ANDINA LAVADERO 1 AGUJERO LEA1D;50346,15;61423;LAVATORIO
FERRUM ANDINA LAVADERO 1 AGUJERO LEA1FA;50346,15;61423;LAVATORIO
FERRUM ANDINA LAVADERO 2 AGUJEROS LEA2B;43716,46;53335;LAVATORIO
FERRUM ANDINA LAVADERO 3 AGUJEROS LEA3D;50346,15;61423;LAVATORIO
FERRUM ANDINA LAVADERO 3 AGUJEROS LEA3FA;50346,15;61423;LAVATORIO
FERRUM ANDINA LAVATORIO 3 AGUJEROS LEA3B;45703,58;55759;LAVATORIO
FERRUM ARMONICA BACHA ARMONICA OSIRIS LOAEB;233366,47;284708;LAVATORIO
FERRUM ARMONICA BACHA CIRC 33CM SOBREMESA L11SFB;67138,17;81909;LAVATORIO
FERRUM ARMONICA BACHA CONGRESO GRANDE LCSB;243347,88;296885;LAVATORIO
FERRUM ARMONICA BACHA IMOLA LMHFD;220033,06;268441;LAVATORIO
FERRUM ARMONICA BACHA IMOLA LMHFFA;220033,06;268441;LAVATORIO
FERRUM ARMONICA BACHA OSIRIS LOAFB;242701,13;296096;LAVATORIO
FERRUM ARMONICA BACHA REDONDA 33CM B/M L11BFB;176765,62;215655;LAVATORIO
DEPOSITO EMBUTIR FERRUM EXTRACHATO-GENERICO BLANCO;355812,33;434092;DEPOSITO MOCHILA INODORO
FERRUM ATUEL BIDET T 1 AG BFR1FA;186623,69;227681;BIDET
FERRUM ATUEL BIDET T 1 AGUJERO BFR1B***;147052,37;179404;BIDET
FERRUM ATUEL BIDET T 3 AG BFR3FA;169136,67;206347;BIDET
FERRUM ATUEL D/APOYO DESC 6 Lts DMA6FFA;83963,9;102436;DEPOSITO MOCHILA INODORO
FERRUM ATUEL D/CO D/DUAL 6L DWE6FB;291381,64;355486;DEPOSITO MOCHILA INODORO
FERRUM ATUEL D/COLG DESC 6 Lts DME6FB NOVIENEMAS;73007,67;89070;DEPOSITO MOCHILA INODORO
FERRUM ATUEL D/COLG DESC 6 Lts DME6FFA;286099,22;349042;DEPOSITO MOCHILA INODORO
FERRUM ATUEL DEPOSITO APOYAR DUAL 6 Lts DWA6FB;88044,18;107414;DEPOSITO MOCHILA INODORO
FERRUM ATUEL INODORO CORTO IFCMB***;365281,74;445644;INODORO COLGAR
FERRUM ATUEL INODORO CORTO IFCMFA;310256,12;378513;INODORO COLGAR
FERRUM ATUEL INODORO LARGO IFLMB***;315858,27;385348;INODORO APOYAR
FERRUM ATUEL INODORO LARGO IFLMFA;363408,86;443359;INODORO APOYAR
FERRUM ATUEL LAVADERO 1 AG LOF1B***;179322,84;218774;LAVATORIO
FERRUM ATUEL LAVADERO 1 AG LOF1D;206251,05;251627;LAVATORIO
FERRUM ATUEL LAVADERO 1 AG. LSI1B;197148,68;240522;LAVATORIO
FERRUM ATUEL LAVADERO 1 AG. LSI1FA;226593,77;276445;LAVATORIO
FERRUM ATUEL LAVADERO 3 AG LOF3B***;179322,84;218774;LAVATORIO
FERRUM ATUEL LAVADERO 3 AG LOF3D;279256,25;340693;LAVATORIO
FERRUM ATUEL LAVADERO 3 AG LOF3FA;206251,05;251627;LAVATORIO
FERRUM ATUEL LAVADERO 3 AG. LSI3B;189566,04;231271;LAVATORIO
FERRUM AVIGNON LAVADERO50CM 1A L5M1JB;233971,64;285446;LAVATORIO
FERRUM AVIGNON LAVADERO50CM 3A L5M3JB;233971,64;285446;LAVATORIO
FERRUM AVIGNON LAVADERO65CM 1A L6I1JB;301974,08;368409;LAVATORIO
FERRUM BARI BIDET T 1 AG BKM1B;99765,85;121715;BIDET
FERRUM BARI BIDET T 3 AG BKM3B;98298,71;119925;BIDET
FERRUM BARI BIDET T DE COLG 1 AG BKP1JB;320006,75;390409;BIDET
FERRUM BARI COLUMNA CKCB;51034,85;62263;PIE LAVATORIO
FERRUM BARI DEPOSITO DE COLG SIMP 6L DKC6FB;124964,8;152458;DEPOSITO MOCHILA INODORO COLGAR
FERRUM BARI DEPOSITO DESC DUAL 6 Lts DKW6FB;120181,31;146622;DEPOSITO MOCHILA INODORO
FERRUM BARI INODORO CORTO 6 Lts IKCMB;129158,15;157573;INODORO COLGAR
FERRUM BARI INODORO DE COLG IKPJB;317580,15;387448;INODORO COLGAR
FERRUM BARI INODORO LARGO M IKLMB;134601,9;164215;INODORO APOYAR
FERRUM BARI LAVADERO 1 AGUJERO LKM1B;69391,98;84659;LAVATORIO
FERRUM BARI LAVADERO 3 AGUJEROS LKM3B;69391,98;84659;LAVATORIO
FERRUM CADRIA LAV 100 1 AG LX11FB;1082664,23;1320851;LAVATORIO
FERRUM CADRIA LAVADERO100 3 AG LX13FB;1082664,23;1320851;LAVATORIO
FERRUM CADRIA LAVADERO60 1 AG LX61FB;478279,05;583501;LAVATORIO
FERRUM CADRIA LAVADERO60 3 AG LX63FB;478279,05;583501;LAVATORIO
FERRUM CADRIA LAVADERO75 1 AG LX71FB;627202,27;765187;LAVATORIO
FERRUM CADRIA LAVADERO75 3 AG LX73FB;627202,27;765187;LAVATORIO
FERRUM CADRIA LAVADERO90 1 AG LX91FB**;933918,33;1139381;LAVATORIO
FERRUM CADRIA LAVADERO90 3 AG LX93FB**;933918,33;1139381;LAVATORIO
FERRUM CITERA BACHA DE CORADA LWZF70;297986,48;363544;LAVATORIO
FERRUM CITERA BACHA LWZFN;314835,08;384099;LAVATORIO
FERRUM CITERA BACHA LWZFR***;314835,08;384099;LAVATORIO
FERRUM COUNTRY BACHA COUNTRY BAJA L16KFB;423886,23;517142;LAVATORIO
FERRUM COUNTRY BACHA COUNTRY LFCFB;773251,13;943367;LAVATORIO
FERRUM ESPACIO DE P.ESPACIO.COLG DTE6FB;216346,73;263944;DEPOSITO MOCHILA INODORO COLGAR
FERRUM ESPACIO INODORO ESPACIO IETMJB;237629,26;289908;DISCAPACITADO
FERRUM ESPACIO LAV. ESPACIO 1 AG. MOVIL LEM1FB;821486,33;1002214;DISCAPACITADO
FERRUM ESPACIO LAVADEROESPACIO 1 AG. LET1FB;342280,33;417583;DISCAPACITADO
FERRUM LIMOGES LAVADERO1 AGUJERO LI81FB;915851,88;1117340;LAVATORIO
FERRUM LIMOGES LAVADERO1 AGUJERO LIM1FB;1041283,37;1270366;LAVATORIO
FERRUM LIMOGES LAVADERO3 AGUJEROS LI83FB;915851,88;1117340;LAVATORIO
FERRUM LIMOGES LAVADERO3 AGUJEROS LIM3FB;1041283,37;1270366;LAVATORIO
FERRUM MARINA BIDET T 1 AGUJ S/ANILLO REG. BHM1JB;519287,93;633532;BIDET
FERRUM MARINA BIDET T 3 AGUJ S/ ANILLO REG. BHM3JB;519287,93;633532;BIDET
FERRUM MARINA BIDET T DE COLG 1A BHP1JB;728070,05;888246;BIDET
FERRUM MARINA DEP DESC DUAL 6 Lts DHW6FB;529998,39;646599;DEPOSITO MOCHILA INODORO
FERRUM MARINA INODORO CORTO IHCMJB;598063,44;729638;INODORO COLGAR
FERRUM MARINA INODORO DE COLG IHPJB;936639,28;1142700;INODORO COLGAR
FERRUM MARINA INODORO LARGO 6 Lts IHLMJB;598063,44;729638;INODORO APOYAR
FERRUM MARINA LAVADERO1 AG 65CM LH61JB;397078,37;484436;LAVATORIO
FERRUM MARINA LAVADERO1 AG 80CM LH81JB;640367,42;781249;LAVATORIO
FERRUM MARINA LAVADERO3 AG 65CM LH63JB;397078,37;484436;LAVATORIO
FERRUM MARINA LAVADERO3 AG 80CM LH83JB;640367,42;781249;LAVATORIO
